Model,Fold,Label,F1_micro,F1_macro,Precision,Recall,FPR,FNR,TPR,TNR,TP,FP,FN,TN
Random Forest,2,StateAdministration,0.22429906542056074,0.17531161011444124,1.0,0.13636363636363635,0.0,0.8636363636363636,0.13636363636363635,1.0,6,0,38,1162
Random Forest,2,RefugeeAssistance,0.22429906542056074,0.17531161011444124,1.0,0.05,0.0,0.95,0.05,1.0,1,0,19,1186
Random Forest,2,ElectionAssistance,0.22429906542056074,0.17531161011444124,1.0,0.045454545454545456,0.0,0.9545454545454546,0.045454545454545456,1.0,1,0,21,1184
Random Forest,2,LegalReform,0.22429906542056074,0.17531161011444124,0.5,0.038461538461538464,0.000847457627118644,0.9615384615384616,0.038461538461538464,0.9991525423728813,1,1,25,1179
Random Forest,2,CivilSocietyAssistance,0.22429906542056074,0.17531161011444124,1.0,0.03125,0.0,0.96875,0.03125,1.0,1,0,31,1174
Random Forest,3,PoliceReform,0.13861386138613863,0.11128224137206809,1.0,0.10476190476190476,0.0,0.8952380952380953,0.10476190476190476,1.0,11,0,94,1100
Random Forest,3,Operations_PatrolsInterventions,0.13861386138613863,0.11128224137206809,1.0,0.03333333333333333,0.0,0.9666666666666667,0.03333333333333333,1.0,1,0,29,1175
Random Forest,3,StateAdministration,0.13861386138613863,0.11128224137206809,1.0,0.11363636363636363,0.0,0.8863636363636364,0.11363636363636363,1.0,5,0,39,1161
Random Forest,3,RefugeeAssistance,0.13861386138613863,0.11128224137206809,1.0,0.047619047619047616,0.0,0.9523809523809523,0.047619047619047616,1.0,1,0,20,1184
Random Forest,3,ElectionAssistance,0.13861386138613863,0.11128224137206809,1.0,0.045454545454545456,0.0,0.9545454545454546,0.045454545454545456,1.0,1,0,21,1183
Random Forest,3,LegalReform,0.13861386138613863,0.11128224137206809,1.0,0.07692307692307693,0.0,0.9230769230769231,0.07692307692307693,1.0,2,0,24,1179
Random Forest,3,CivilSocietyAssistance,0.13861386138613863,0.11128224137206809,0.0,0.0,0.0008532423208191126,1.0,0.0,0.9991467576791809,0,1,33,1171
Random Forest,4,PoliceReform,0.13071895424836602,0.08808651665794523,0.9166666666666666,0.10476190476190476,0.0009082652134423251,0.8952380952380953,0.10476190476190476,0.9990917347865577,11,1,94,1100
Random Forest,4,Operations_PatrolsInterventions,0.13071895424836602,0.08808651665794523,0.8,0.13333333333333333,0.0008503401360544217,0.8666666666666667,0.13333333333333333,0.9991496598639455,4,1,26,1175
Random Forest,4,StateAdministration,0.13071895424836602,0.08808651665794523,0.8333333333333334,0.11363636363636363,0.0008605851979345956,0.8863636363636364,0.11363636363636363,0.9991394148020654,5,1,39,1161
Random Forest,4,RefugeeAssistance,0.13071895424836602,0.08808651665794523,0.0,0.0,0.0,1.0,0.0,1.0,0,0,21,1185
Random Forest,4,ElectionAssistance,0.13071895424836602,0.08808651665794523,0.0,0.0,0.0008445945945945946,1.0,0.0,0.9991554054054054,0,1,22,1183
Random Forest,4,LegalReform,0.13071895424836602,0.08808651665794523,0.0,0.0,0.000847457627118644,1.0,0.0,0.9991525423728813,0,1,26,1179
Random Forest,4,CivilSocietyAssistance,0.13071895424836602,0.08808651665794523,0.0,0.0,0.0008517887563884157,1.0,0.0,0.9991482112436116,0,1,32,1173
Random Forest,5,PoliceReform,0.17475728155339806,0.12837836859248702,0.8235294117647058,0.13333333333333333,0.0027247956403269754,0.8666666666666667,0.13333333333333333,0.997275204359673,14,3,91,1098
Random Forest,5,Operations_PatrolsInterventions,0.17475728155339806,0.12837836859248702,1.0,0.2,0.0,0.8,0.2,1.0,6,0,24,1176
Random Forest,5,StateAdministration,0.17475728155339806,0.12837836859248702,1.0,0.13953488372093023,0.0,0.8604651162790697,0.13953488372093023,1.0,6,0,37,1163
Random Forest,5,RefugeeAssistance,0.17475728155339806,0.12837836859248702,1.0,0.047619047619047616,0.0,0.9523809523809523,0.047619047619047616,1.0,1,0,20,1185
Random Forest,5,ElectionAssistance,0.17475728155339806,0.12837836859248702,0.0,0.0,0.0,1.0,0.0,1.0,0,0,23,1183
Random Forest,5,LegalReform,0.17475728155339806,0.12837836859248702,0.0,0.0,0.0,1.0,0.0,1.0,0,0,25,1181
Random Forest,5,CivilSocietyAssistance,0.17475728155339806,0.12837836859248702,0.0,0.0,0.0,1.0,0.0,1.0,0,0,32,1174
